experiment,kind,size,np,max_iters,rep,runtime_sec,objective,row_error,col_error,column_syncs,column_payload_bytes,hostnames,local_rows_by_rank,rank_compute_sec,rank_comm_sec,rank_total_sec,max_rank_compute_sec,max_rank_comm_sec,max_rank_overhead_sec,max_rank_total_sec,min_rank_total_sec,rank_imbalance_pct,json
baseline,mpi,9000,3,50,3,5.602352962,0.09999960189822804,9.003957010452488e-09,9.003956967924658e-09,50,3600000,vmubuntu;VMubuntu;VMubuntu,"[3000, 3000, 3000]","[3.383804353999999, 4.936917171, 2.798527855]","[2.217121671000001, 0.664824677999998, 2.8006278640000017]","[5.601624385999999, 5.602352962, 5.599683123]",4.936917171,2.8006278640000017,0.0006983609999990925,5.602352962,5.599683123,0.047655672859409776,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n9000_np3_iters50_rep3.json
baseline,mpi,9000,3,50,4,5.953505592,0.09999960189822804,9.003957010452488e-09,9.003956967924658e-09,50,3600000,vmubuntu;VMubuntu;VMubuntu,"[3000, 3000, 3000]","[4.581751068999999, 4.982590732999999, 2.794475921000001]","[1.3711619620000037, 0.9696112379999996, 3.157376422999999]","[5.953505592, 5.952981211, 5.952262128]",4.982590732999999,3.157376422999999,0.0007792400000009581,5.953505592,5.952262128,0.02088624896348062,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n9000_np3_iters50_rep4.json
baseline,seq,10000,1,50,1,16.224094811999997,0.09999382893214502,1.0003939657094178e-08,1.0003939648176616e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,16.224094811999997,16.224094811999997,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n10000_iters50_rep1.json
baseline,seq,10000,1,50,2,12.419308291,0.09999382893214502,1.0003939657094178e-08,1.0003939648176616e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,12.419308291,12.419308291,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n10000_iters50_rep2.json
baseline,seq,10000,1,50,3,12.289189312,0.09999382893214502,1.0003939657094178e-08,1.0003939648176616e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,12.289189312,12.289189312,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n10000_iters50_rep3.json
baseline,seq,10000,1,50,4,12.712910476,0.09999382893214502,1.0003939657094178e-08,1.0003939648176616e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,12.712910476,12.712910476,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n10000_iters50_rep4.json
baseline,mpi,10000,3,50,1,9.651520751,0.09999382893214112,1.0003939636751835e-08,1.0003939617724087e-08,50,4000000,vmubuntu;VMubuntu;VMubuntu,"[3334, 3333, 3333]","[8.800679723999998, 5.3981804620000045, 3.6972861440000004]","[0.8470497420000063, 4.252222270999997, 5.952994566000002]","[9.649296772, 9.651520751, 9.651414281]",8.800679723999998,5.952994566000002,0.0015673059999949945,9.651520751,9.649296772,0.023042783177662597,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n10000_np3_iters50_rep1.json
baseline,mpi,10000,3,50,2,6.893134090999999,0.09999382893214112,1.0003939636751835e-08,1.0003939617724087e-08,50,4000000,vmubuntu;VMubuntu;VMubuntu,"[3334, 3333, 3333]","[4.785474653000002, 5.899260420000003, 3.4180937950000025]","[2.097530662999999, 0.9930411600000022, 3.463617171]","[6.883613747, 6.893134090999999, 6.882238871999999]",5.899260420000003,3.463617171,0.0008325109999944846,6.893134090999999,6.882238871999999,0.1580590027143868,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n10000_np3_iters50_rep2.json
baseline,mpi,10000,3,50,3,7.056251114999999,0.09999382893214112,1.0003939636751835e-08,1.0003939617724087e-08,50,4000000,vmubuntu;VMubuntu;VMubuntu,"[3334, 3333, 3333]","[5.554880837, 5.988595773999997, 3.3912690499999987]","[1.4986014639999958, 1.0667770079999999, 3.6625160689999983]","[7.0551211689999995, 7.056251114999999, 7.054367196]",5.988595773999997,3.6625160689999983,0.0016388680000039013,7.056251114999999,7.054367196,0.026698582140795426,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n10000_np3_iters50_rep3.json
baseline,mpi,10000,3,50,4,6.8064164300000005,0.09999382893214112,1.0003939636751835e-08,1.0003939617724087e-08,50,4000000,vmubuntu;VMubuntu;VMubuntu,"[3334, 3333, 3333]","[4.987313791000001, 6.085062659000001, 3.460726549000002]","[1.8176085249999967, 0.720628082000001, 3.3436765339999983]","[6.80568934, 6.8064164300000005, 6.804911047]",6.085062659000001,3.3436765339999983,0.00076702400000217,6.8064164300000005,6.804911047,0.022117115746332183,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n10000_np3_iters50_rep4.json
baseline,seq,11000,1,50,1,17.295378057,0.099998285728546,1.1003922502009341e-08,1.100392250640036e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,17.295378057,17.295378057,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n11000_iters50_rep1.json
baseline,seq,11000,1,50,2,14.893894707,0.099998285728546,1.1003922502009341e-08,1.100392250640036e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,14.893894707,14.893894707,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n11000_iters50_rep2.json
baseline,seq,11000,1,50,3,14.930178246999999,0.099998285728546,1.1003922502009341e-08,1.100392250640036e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,14.930178246999999,14.930178246999999,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n11000_iters50_rep3.json
baseline,seq,11000,1,50,4,15.195514081999999,0.099998285728546,1.1003922502009341e-08,1.100392250640036e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,15.195514081999999,15.195514081999999,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n11000_iters50_rep4.json
baseline,mpi,11000,3,50,1,8.241815389,0.09999828572853049,1.1003922541772456e-08,1.1003922575464039e-08,50,4400000,vmubuntu;VMubuntu;VMubuntu,"[3667, 3667, 3666]","[7.334077480000002, 6.661775556000003, 4.581933787]","[0.9065154950000041, 1.579389611000003, 3.6579659649999963]","[8.241391331, 8.241815389, 8.241403874]",7.334077480000002,3.6579659649999963,0.0015041220000036049,8.241815389,8.241391331,0.005145201390512966,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n11000_np3_iters50_rep1.json
baseline,mpi,11000,3,50,2,8.362998788,0.09999828572853049,1.1003922541772456e-08,1.1003922575464039e-08,50,4400000,vmubuntu;VMubuntu;VMubuntu,"[3667, 3667, 3666]","[4.876768170000003, 7.625708790999999, 4.112313562999997]","[3.4852332590000015, 0.7359885330000018, 4.248785086999996]","[8.362717002999998, 8.362998788, 8.361657977]",7.625708790999999,4.248785086999996,0.0013014639999995303,8.362998788,8.361657977,0.016032658069068534,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n11000_np3_iters50_rep2.json
baseline,mpi,11000,3,50,3,8.201793001,0.09999828572853049,1.1003922541772456e-08,1.1003922575464039e-08,50,4400000,vmubuntu;VMubuntu;VMubuntu,"[3667, 3667, 3666]","[5.440598398999998, 7.404324421999998, 4.110730104999998]","[2.7596107559999963, 0.7955509259999957, 4.090426763999999]","[8.200864163, 8.200889776, 8.201793001]",7.404324421999998,4.090426763999999,0.0010144280000062844,8.201793001,8.200864163,0.011324816413762822,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n11000_np3_iters50_rep3.json
baseline,mpi,11000,3,50,4,8.027992829,0.09999828572853049,1.1003922541772456e-08,1.1003922575464039e-08,50,4400000,vmubuntu;VMubuntu;VMubuntu,"[3667, 3667, 3666]","[5.091014505000005, 7.234910788999998, 4.196964165000001]","[2.935182328999998, 0.7922300039999969, 3.828441677999998]","[8.026821841, 8.027992829, 8.025973569]",7.234910788999998,3.828441677999998,0.0008520360000056071,8.027992829,8.025973569,0.0251527379634242,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n11000_np3_iters50_rep4.json
baseline,seq,12000,1,50,1,22.353779348,0.0999991823607845,1.2003910782558544e-08,1.2003910757743866e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,22.353779348,22.353779348,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n12000_iters50_rep1.json
baseline,seq,12000,1,50,2,19.594261049,0.0999991823607845,1.2003910782558544e-08,1.2003910757743866e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,19.594261049,19.594261049,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n12000_iters50_rep2.json
baseline,seq,12000,1,50,3,18.213265559,0.0999991823607845,1.2003910782558544e-08,1.2003910757743866e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,18.213265559,18.213265559,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n12000_iters50_rep3.json
baseline,seq,12000,1,50,4,18.528989553,0.0999991823607845,1.2003910782558544e-08,1.2003910757743866e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,18.528989553,18.528989553,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n12000_iters50_rep4.json
baseline,mpi,12000,3,50,1,8.017181083,0.09999918236084898,1.2003910753054692e-08,1.2003910722588611e-08,50,4800000,vmubuntu;VMubuntu;VMubuntu,"[4000, 4000, 4000]","[5.987916015000001, 7.118966457999999, 5.311221817000001]","[2.0239489440000016, 0.8970746410000001, 2.6984071829999987]","[8.012809326, 8.017181083, 8.010981982999999]",7.118966457999999,2.6984071829999987,0.0013529829999994192,8.017181083,8.010981982999999,0.0773226890577105,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n12000_np3_iters50_rep1.json
baseline,mpi,12000,3,50,2,11.011909005,0.09999918236084898,1.2003910753054692e-08,1.2003910722588611e-08,50,4800000,vmubuntu;VMubuntu;VMubuntu,"[4000, 4000, 4000]","[6.292854784000009, 10.019133415000004, 5.089654710000001]","[4.712328761999997, 0.9914564359999967, 5.917139744999999]","[11.006272761, 11.011909005, 11.008380705999999]",10.019133415000004,5.917139744999999,0.0015862509999982066,11.011909005,11.006272761,0.05118316903491099,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n12000_np3_iters50_rep2.json
baseline,mpi,12000,3,50,3,7.882324134,0.09999918236084898,1.2003910753054692e-08,1.2003910722588611e-08,50,4800000,vmubuntu;VMubuntu;VMubuntu,"[4000, 4000, 4000]","[5.890233029, 7.054346231999997, 4.877984504]","[1.9908351070000023, 0.8270479609999986, 3.0029829319999997]","[7.881804176, 7.882324134, 7.881588201]",7.054346231999997,3.0029829319999997,0.0009299410000047637,7.882324134,7.881588201,0.009336497554396582,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n12000_np3_iters50_rep3.json
baseline,mpi,12000,3,50,4,9.643123448,0.09999918236084898,1.2003910753054692e-08,1.2003910722588611e-08,50,4800000,vmubuntu;VMubuntu;VMubuntu,"[4000, 4000, 4000]","[7.238239905000002, 8.840530892000002, 4.927942849000002]","[2.402592836000002, 0.8006011240000006, 4.714609806000005]","[9.641923042999998, 9.6419755, 9.643123448]",8.840530892000002,4.714609806000005,0.0010903019999943808,9.643123448,9.641923042999998,0.01244830066186965,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n12000_np3_iters50_rep4.json
input_calibration,mpi,8000,3,50,1,4.616672225,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu,"[2667, 2667, 2666]","[2.735095282000001, 4.018170788000001, 2.210127645]","[1.876329367000001, 0.5979844310000015, 2.4048790990000004]","[4.611924967, 4.616672225, 4.615375]",4.018170788000001,2.4048790990000004,0.0005170059999979326,4.616672225,4.611924967,0.1028285693381684,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/input_calibration_mpi_n8000_np3_iters50_rep1.json
input_calibration,mpi,10000,3,50,1,8.241617796,0.09999382893214112,1.0003939636751835e-08,1.0003939617724087e-08,50,4000000,vmubuntu;VMubuntu;VMubuntu,"[3334, 3333, 3333]","[6.459786165000001, 6.578032649000002, 3.4289414439999994]","[1.7757428010000016, 1.6629559720000016, 4.809778990999999]","[8.236403278, 8.241617796, 8.239395264]",6.578032649000002,4.809778990999999,0.0008743119999969906,8.241617796,8.236403278,0.06327056324465259,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/input_calibration_mpi_n10000_np3_iters50_rep1.json
input_calibration,mpi,12000,3,50,1,11.245753656,0.09999918236084898,1.2003910753054692e-08,1.2003910722588611e-08,50,4800000,vmubuntu;VMubuntu;VMubuntu,"[4000, 4000, 4000]","[8.901013171999999, 9.626193513000004, 5.029182951]","[2.334707342000002, 1.6186740199999987, 6.214205907999999]","[11.236702775, 11.245753656, 11.244061707]",9.626193513000004,6.214205907999999,0.000982260999998541,11.245753656,11.236702775,0.08048265395864625,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/input_calibration_mpi_n12000_np3_iters50_rep1.json
load_balance,mpi,8000,6,50,1,183.543604311,0.09999732950016102,8.003961401347121e-09,8.003961408773906e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu;vmubuntu;VMubuntu;VMubuntu,"[1334, 1334, 1333, 1333, 1333, 1333]","[1.5219073020000118, 1.862668179000009, 1.1822394960000042, 1.5125166760000148, 1.7546709209999922, 1.17809883900001]","[181.94620349599998, 181.68046555900003, 182.294740179, 181.966637135, 181.780684429, 182.29514982900002]","[183.468572985, 183.543604311, 183.477534818, 183.479552299, 183.53586212, 183.473779211]",1.862668179000009,182.29514982900002,0.0005551430000139135,183.543604311,183.468572985,0.040879292025263095,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/load_balance_mpi_n8000_np6_iters50_rep1.json
load_balance,mpi,8000,6,50,2,4.328534262000001,0.09999732950016102,8.003961401347121e-09,8.003961408773906e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu;vmubuntu;VMubuntu;VMubuntu,"[1334, 1334, 1333, 1333, 1333, 1333]","[2.4061062520000016, 1.712995472000001, 1.3052309480000015, 2.421251649999999, 1.7851232249999986, 1.3702040989999997]","[1.709069961, 2.411867902, 2.8202000469999993, 1.709060180999998, 2.5384169079999994, 2.955661895]","[4.117395096, 4.126354252, 4.126528355, 4.13303674, 4.325043942, 4.328534262000001]",2.421251649999999,2.955661895,0.002724909000002773,4.328534262000001,4.117395096,4.877844397665543,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/load_balance_mpi_n8000_np6_iters50_rep2.json
load_balance,mpi,8000,6,50,3,6.32779298,0.09999732950016102,8.003961401347121e-09,8.003961408773906e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu;vmubuntu;VMubuntu;VMubuntu,"[1334, 1334, 1333, 1333, 1333, 1333]","[1.7721412889999995, 1.2960886229999995, 1.0866241230000009, 1.606601844000001, 1.414878820000001, 1.1238927780000005]","[4.541184471000001, 5.028357878, 5.232167883999999, 4.718537478999997, 4.899056285, 5.192865986999999]","[6.315188472, 6.325928941, 6.319906506, 6.32779298, 6.3154547160000005, 6.317786039]",1.7721412889999995,5.232167883999999,0.0026536570000015303,6.32779298,6.315188472,0.19919279976191484,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/load_balance_mpi_n8000_np6_iters50_rep3.json
process_sweep,mpi,8000,1,50,1,10.691492460000001,0.09999732950020368,8.003961391426671e-09,8.003961402810794e-09,50,3200000,vmubuntu,[8000],[10.690343745999998],[0.00039572400000675856],[10.691492460000001],10.690343745999998,0.00039572400000675856,0.0007529899999960676,10.691492460000001,10.691492460000001,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np1_iters50_rep1.json
process_sweep,mpi,8000,1,50,2,10.720208648,0.09999732950020368,8.003961391426671e-09,8.003961402810794e-09,50,3200000,vmubuntu,[8000],[10.719200743000005],[0.0003872640000046612],[10.720208648],10.719200743000005,0.0003872640000046612,0.0006206409999898188,10.720208648,10.720208648,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np1_iters50_rep2.json
process_sweep,mpi,8000,1,50,3,8.90375045,0.09999732950020368,8.003961391426671e-09,8.003961402810794e-09,50,3200000,vmubuntu,[8000],[8.902833825999998],[0.00036941099999932003],[8.90375045],8.902833825999998,0.00036941099999932003,0.0005472130000027109,8.90375045,8.90375045,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np1_iters50_rep3.json
process_sweep,mpi,8000,2,50,1,6.371512968,0.09999732950017601,8.003961411457306e-09,8.003961442736539e-09,50,3200000,vmubuntu;VMubuntu,"[4000, 4000]","[5.1511504509999995, 5.752122149]","[1.2188247829999974, 0.6184775499999996]","[6.370606749, 6.371512968]",5.752122149,1.2188247829999974,0.0009132690000007715,6.371512968,6.370606749,0.014222979762441659,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np2_iters50_rep1.json
process_sweep,mpi,8000,2,50,2,7.194880254999999,0.09999732950017601,8.003961411457306e-09,8.003961442736539e-09,50,3200000,vmubuntu;VMubuntu,"[4000, 4000]","[5.156133607, 6.288637955000001]","[2.0381695960000044, 0.9024260590000002]","[7.194880254999999, 7.1918856170000005]",6.288637955000001,2.0381695960000044,0.0008216029999990049,7.194880254999999,7.1918856170000005,0.041621790688145,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np2_iters50_rep2.json
process_sweep,mpi,8000,2,50,3,6.897977993,0.09999732950017601,8.003961411457306e-09,8.003961442736539e-09,50,3200000,vmubuntu;VMubuntu,"[4000, 4000]","[4.623042555999996, 6.066124501000002]","[2.2693629490000014, 0.831086149999999]","[6.893916792, 6.897977993]",6.066124501000002,2.2693629490000014,0.0015112870000022482,6.897977993,6.893916792,0.058875238571667154,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np2_iters50_rep3.json
process_sweep,mpi,8000,3,50,1,4.517272428,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu,"[2667, 2667, 2666]","[3.193234712999999, 3.870197773999999, 2.2231580510000004]","[1.3218424759999994, 0.6465558199999992, 2.2922820069999976]","[4.515724081, 4.517272428, 4.51585991]",3.870197773999999,2.2922820069999976,0.0006468920000017864,4.517272428,4.515724081,0.0342761483766759,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np3_iters50_rep1.json
process_sweep,mpi,8000,3,50,2,4.219037004,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu,"[2667, 2667, 2666]","[2.749021456999999, 3.607258402000001, 2.196523833000002]","[1.466001118999999, 0.6111130529999975, 2.0182263199999984]","[4.215518905, 4.219037004, 4.215159797]",3.607258402000001,2.0182263199999984,0.0006655490000009312,4.219037004,4.215159797,0.09189791405772402,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np3_iters50_rep2.json
process_sweep,mpi,8000,3,50,3,5.022667952,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu,"[2667, 2667, 2666]","[2.7223083019999996, 4.354958438000002, 2.151888654000001]","[2.297571976000001, 0.6666995109999995, 2.869378690000001]","[5.02047072, 5.022667952, 5.0216879070000005]",4.354958438000002,2.869378690000001,0.0010100029999980942,5.022667952,5.02047072,0.043746312139256595,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np3_iters50_rep3.json
process_sweep,mpi,8000,4,50,1,3.9689831780000002,0.09999732950016625,8.003961409668373e-09,8.003961414194917e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu;vmubuntu,"[2000, 2000, 2000, 2000]","[2.2911825439999993, 2.9543291540000003, 1.6250249180000016, 2.3370259310000017]","[1.6768654930000002, 1.0078010150000003, 2.3435820409999986, 1.6290598069999982]","[3.9685719070000003, 3.963231195, 3.9689831780000002, 3.966615128]",2.9543291540000003,2.3435820409999986,0.0011010259999995053,3.9689831780000002,3.963231195,0.14492334036292373,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np4_iters50_rep1.json
process_sweep,mpi,8000,4,50,2,3.8421904089999996,0.09999732950016625,8.003961409668373e-09,8.003961414194917e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu;vmubuntu,"[2000, 2000, 2000, 2000]","[2.0993420859999996, 2.9882221529999997, 1.623682922999999, 2.106047917]","[1.7411664649999996, 0.8508917840000001, 2.2180825819999983, 1.7335864289999998]","[3.841084165, 3.839776336, 3.8421904089999996, 3.840107362]",2.9882221529999997,2.2180825819999983,0.0006623990000000912,3.8421904089999996,3.839776336,0.06283064458088754,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np4_iters50_rep2.json
process_sweep,mpi,8000,4,50,3,4.637254770999999,0.09999732950016625,8.003961409668373e-09,8.003961414194917e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu;vmubuntu,"[2000, 2000, 2000, 2000]","[3.195477019, 2.456770087, 1.6245875079999963, 3.150830483]","[1.4411902409999982, 2.171524180999999, 3.0074399470000026, 1.4745410450000005]","[4.637254770999999, 4.628888153, 4.632423222, 4.625914144]",3.195477019,3.0074399470000026,0.0005938850000006823,4.637254770999999,4.625914144,0.2445547540523337,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np4_iters50_rep3.json
process_sweep,mpi,8000,6,50,1,4.781211159,0.09999732950016102,8.003961401347121e-09,8.003961408773906e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu;vmubuntu;VMubuntu;VMubuntu,"[1334, 1334, 1333, 1333, 1333, 1333]","[1.4504277729999995, 1.6785648590000009, 1.1984346779999968, 1.4444519960000002, 1.620477058, 1.2125833939999993]","[3.3205818299999974, 3.100657237, 3.5752748530000003, 3.3363011110000005, 3.1496455510000008, 3.561203193999999]","[4.771414761000001, 4.780463191, 4.77422406, 4.781211159, 4.770716363, 4.774376374]",1.6785648590000009,3.5752748530000003,0.0012410949999992482,4.781211159,4.770716363,0.21950078444547727,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np6_iters50_rep1.json
process_sweep,mpi,8000,6,50,2,4.203253535000001,0.09999732950016102,8.003961401347121e-09,8.003961408773906e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu;vmubuntu;VMubuntu;VMubuntu,"[1334, 1334, 1333, 1333, 1333, 1333]","[2.0479444519999994, 1.868286079000002, 1.1836487290000022, 2.1284499479999996, 1.8459794140000017, 1.170734491]","[2.146000968, 2.3341914250000015, 3.0114827039999996, 2.0739231590000005, 2.3512356180000005, 3.0276785989999997]","[4.194556512, 4.202960211, 4.195680906, 4.203253535000001, 4.198087342, 4.198858167]",2.1284499479999996,3.0276785989999997,0.0008804280000007658,4.203253535000001,4.194556512,0.206911691802116,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np6_iters50_rep2.json
process_sweep,mpi,8000,6,50,3,288.692164559,0.09999732950016102,8.003961401347121e-09,8.003961408773906e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu;vmubuntu;VMubuntu;VMubuntu,"[1334, 1334, 1333, 1333, 1333, 1333]","[1.5096663120000147, 1.9970666919998663, 1.188520377999904, 1.5277771059999619, 2.085198450999983, 1.1883776019998131]","[287.1745341550002, 286.69448239399986, 287.49741751799985, 287.16391447600006, 286.59726810300003, 287.4996847940001]","[288.68467786699995, 288.692108694, 288.686410939, 288.692164559, 288.68312143, 288.68849787799996]",2.085198450999983,287.4996847940001,0.0006548759999986942,288.692164559,288.68312143,0.003132446983373081,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/process_sweep_mpi_n8000_np6_iters50_rep3.json
workload_calibration,mpi,8000,3,200,1,16.505508893000002,0.09999732950017512,8.00395178371491e-09,8.00395179905637e-09,200,12800000,vmubuntu;VMubuntu;VMubuntu,"[2667, 2667, 2666]","[12.567047440999994, 13.071237708999993, 7.882065632000003]","[3.9319367949999986, 3.432150932000005, 8.620071064000008]","[16.500753319, 16.505508893000002, 16.503155918]",13.071237708999993,8.620071064000008,0.002120252000003653,16.505508893000002,16.500753319,0.02881204106355999,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/workload_calibration_mpi_n8000_np3_iters200_rep1.json
workload_calibration,mpi,8000,3,500,1,43.139915929000004,0.09999732950017695,8.003932552272299e-09,8.003932584310473e-09,500,32000000,vmubuntu;VMubuntu;VMubuntu,"[2667, 2667, 2666]","[26.063324906000002, 37.07173363700005, 18.99617011700007]","[17.07075222300006, 6.062245224999971, 24.140481336999972]","[43.138405753, 43.139915929000004, 43.139732543]",37.07173363700005,24.140481336999972,0.005937066999981866,43.139915929000004,43.138405753,0.0035006465995182775,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/workload_calibration_mpi_n8000_np3_iters500_rep1.json
workload_calibration,mpi,8000,3,1000,1,72.99618517100001,0.09999732950018021,8.003900500003474e-09,8.003900548792572e-09,1000,64000000,vmubuntu;VMubuntu;VMubuntu,"[2667, 2667, 2666]","[52.11565373699998, 58.52096406500001, 38.58942239599999]","[20.872345771999967, 14.466114877000049, 34.40020551900013]","[72.99598368199999, 72.99618517100001, 72.994343252]",58.52096406500001,34.40020551900013,0.009106228999950616,72.99618517100001,72.994343252,0.002523308575235344,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/workload_calibration_mpi_n8000_np3_iters1000_rep1.json
workload_calibration,mpi,8000,3,2000,1,139.208641306,0.09999732950018678,8.003836456885877e-09,8.003836483855406e-09,2000,128000000,vmubuntu;VMubuntu;VMubuntu,"[2667, 2667, 2666]","[116.22351499100003, 85.38069949300015, 68.0776140660002]","[22.965708747000296, 53.815928449000246, 71.11716372100013]","[139.207744361, 139.208641306, 139.20493785300002]",116.22351499100003,71.11716372100013,0.018520622999684377,139.208641306,139.20493785300002,0.0026603614296077,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/workload_calibration_mpi_n8000_np3_iters2000_rep1.json
